Location,Area_sqft,Bedroom,Bathroom,Price,Latitude,Longitude,Area,Price_Zone
"Tejkunipara, Tejgaon",1580,3,3,48000,23.7612995,90.3924947,Tejgaon,Medium
"Block L, Bashundhara R-A",1150,3,3,25000,23.8206417,90.4490575,Bashundhara R-A,High
"Block K, Baridhara",3500,4,4,320000,23.8028731,90.420766,Baridhara,High
"Road No 4, Jalalabad Housing Society",1200,3,3,20000,22.3707543,91.8007579,Jalalabad Housing Society,Medium
"Sector 4, Uttara",2440,5,5,45000,23.8624077,90.4042719,Uttara,Medium
"South Khulshi, Khulshi",1650,3,3,35000,22.3587138,91.8108977,Khulshi,Low
"Block C, Bashundhara R-A",1500,3,3,21000,23.8184723,90.4272477,Bashundhara R-A,High
"Gulshan 2, Gulshan",2130,3,3,100000,23.7947536,90.4143085,Gulshan,High
"Gulshan 1, Gulshan",2000,3,3,100000,23.7820624,90.4160527,Gulshan,High
"Block C, Bashundhara R-A",1400,3,3,22000,23.8184723,90.4272477,Bashundhara R-A,High
"Block A, Banasree",1100,2,2,20000,23.7645587,90.4257745,Banasree,Medium
"24 No. North Agrabad Ward, Double Mooring",1110,3,3,20000,22.3327212,91.8050218,Double Mooring,Medium
"Nasirabad Housing Society, Muradpur",1300,3,3,30000,22.3650739,91.8276288,Muradpur,Medium
"Block C, Bashundhara R-A",1450,4,4,35000,23.8184723,90.4272477,Bashundhara R-A,High
"Block F, Bashundhara R-A",1800,3,3,35000,23.820682,90.4349092,Bashundhara R-A,High
"Tejkunipara, Tejgaon",1690,3,3,53000,23.7612995,90.3924947,Tejgaon,Medium
"Block C, Bashundhara R-A",1100,3,3,25000,23.8184723,90.4272477,Bashundhara R-A,High
"Block K, Baridhara",4000,4,4,220000,23.8028731,90.420766,Baridhara,High
"Block A, Aftab Nagar",1450,3,3,23000,23.7641281,90.4466991,Aftab Nagar,Medium
"Ashkar Dighir Par, Jamal Khan",1000,2,2,20000,22.3466078,91.8287858,Jamal Khan,Medium
"Nikunja 2, Nikunja",750,2,2,21000,23.8318836,90.4178201,Nikunja,Medium
"Block J, Baridhara",1300,3,3,40000,23.7976561,90.4248906,Baridhara,High
"Block J, Bashundhara R-A",1250,3,3,35000,23.8228913,90.4425723,Bashundhara R-A,High
"Block I, Bashundhara R-A",2000,4,4,32000,23.8206687,90.4396248,Bashundhara R-A,High
"Block A, Bashundhara R-A",2000,4,4,40000,23.8136688,90.4295717,Bashundhara R-A,High
"Block F, Banasree",1800,4,4,40000,23.7604313,90.4390353,Banasree,Medium
"Hill View R/A, Bayazid",1250,3,3,20000,22.84611578,91.34614096,Bayazid,Medium
"Block C, Bashundhara R-A",2000,2,2,130000,23.8184723,90.4272477,Bashundhara R-A,High
"Vatara, Badda",1200,2,2,21000,23.8002468,90.4293102,Badda,Low
"Khilji Road, Shyamoli",1650,3,3,40000,23.7725863,90.3664742,Shyamoli,Medium
"Gulshan 2, Gulshan",3600,4,4,310000,23.7947536,90.4143085,Gulshan,High
"Block E, Aftab Nagar",1400,3,3,25000,23.7641281,90.4466991,Aftab Nagar,Medium
"Chattogram DOHS, Bayazid",1400,3,3,23000,22.394706,91.8129373,Bayazid,Medium
"Nasirabad Properties Residential Area, Khulshi",1750,3,3,40000,22.3586885,91.8141603,Khulshi,Low
"Block D, Bashundhara R-A",2700,3,3,65000,23.8154814,90.433141,Bashundhara R-A,High
"Block C, Bashundhara R-A",1550,3,3,30000,23.8184723,90.4272477,Bashundhara R-A,High
"Uttar Badda, Badda",1480,3,3,28000,23.7820433,90.4231228,Badda,Low
"Cosmopolitan R/A, 7 No. West Sholoshohor Ward",1400,4,4,22000,22.369592,91.8212063,7 No. West Sholoshohor Ward,Medium
"Kallyanpur, Mirpur",1400,3,3,22000,23.7822036,90.3595372,Mirpur,Low
"Block A, Bashundhara R-A",2000,4,4,40000,23.8136688,90.4295717,Bashundhara R-A,High
"Nasirabad Properties Residential Area, Khulshi",1750,3,3,44000,22.3586885,91.8141603,Khulshi,Low
"Shahjadpur, Badda",1400,3,3,30000,23.7917066,90.4248906,Badda,Low
"Al-Falah Housing Society, East Nasirabad",1600,3,3,25000,22.3666884,91.8222493,East Nasirabad,Medium
"Block G, Bashundhara R-A",1530,3,3,28000,23.8244052,90.433141,Bashundhara R-A,High
"Block A, Bashundhara R-A",2000,4,4,40000,23.8136688,90.4295717,Bashundhara R-A,High
"Nasirabad Housing Society, Muradpur",1850,3,3,50000,22.3650739,91.8276288,Muradpur,Medium
"South Khulshi, Khulshi",1800,3,3,40000,22.3587138,91.8108977,Khulshi,Low
"Block B, Banasree",1100,2,2,24000,23.7619353,90.433141,Banasree,Medium
"Hill View R/A, Bayazid",1430,3,3,20000,22.84611578,91.34614096,Bayazid,Medium
"Block B, Banasree",1150,3,3,25000,23.7619353,90.433141,Banasree,Medium
"Block A, Bashundhara R-A",2200,5,5,35000,23.8136688,90.4295717,Bashundhara R-A,High
"Al-Falah Housing Society, East Nasirabad",1600,3,3,25000,22.3666884,91.8222493,East Nasirabad,Medium
"Sector 1, Uttara",2800,3,3,45000,23.8587004,90.4001495,Uttara,Medium
7 No. West Sholoshohor Ward,1700,3,3,35000,22.374104,91.8342716,7 No. West Sholoshohor Ward,Medium
"West Rampura, Rampura",1850,4,4,35000,23.7642132,90.4160527,Rampura,Low
"Block C, Bashundhara R-A",1500,3,3,40000,23.8184723,90.4272477,Bashundhara R-A,High
"Block C, Aftab Nagar",1075,3,3,20000,23.7610623,90.4302394,Aftab Nagar,Medium
"Block C, Bashundhara R-A",2700,4,4,70000,23.8184723,90.4272477,Bashundhara R-A,High
"Shekhertek, Mohammadpur",1300,3,3,20000,23.7690369,90.3564515,Mohammadpur,Medium
"Block C, Bashundhara R-A",1100,2,2,22000,23.8184723,90.4272477,Bashundhara R-A,High
"Uttar Badda, Badda",1050,3,3,25000,23.7820433,90.4231228,Badda,Low
Agargaon,1750,4,4,30000,23.7791954,90.3736584,Agargaon,Medium
"Block C, Bashundhara R-A",1200,3,3,20000,23.8184723,90.4272477,Bashundhara R-A,High
"Block C, Bashundhara R-A",2500,5,5,90000,23.8184723,90.4272477,Bashundhara R-A,High
"Middle Badda, Badda",1350,3,3,28000,23.7798106,90.4237121,Badda,Low
"Block C, Bashundhara R-A",1890,3,3,30000,23.8184723,90.4272477,Bashundhara R-A,High
"Dhaka Housing Main Road, Shyamoli",1400,3,3,25000,23.775297,90.3593393,Shyamoli,Medium
7 No. West Sholoshohor Ward,1700,3,3,35000,22.374104,91.8342716,7 No. West Sholoshohor Ward,Medium
"Block E, Banasree",1540,3,3,25000,23.7619353,90.433141,Banasree,Medium
"Sector 9, Uttara",1900,4,4,35000,23.8772975,90.3972052,Uttara,Medium
"Bosila, Mohammadpur",1150,3,3,22000,23.7550944,90.3589375,Mohammadpur,Medium
"Ahmed Nagar, Mirpur",1250,3,3,20000,23.793741,90.3550304,Mirpur,Low
"Block C, Aftab Nagar",1285,3,3,23000,23.7610623,90.4302394,Aftab Nagar,Medium
"Block C, Bashundhara R-A",1300,4,4,28000,23.8184723,90.4272477,Bashundhara R-A,High
"Block K, Aftab Nagar",1400,4,4,23000,23.7641281,90.4466991,Aftab Nagar,Medium
"Block C, Aftab Nagar",1285,3,3,23000,23.7610623,90.4302394,Aftab Nagar,Medium
"Block K, Baridhara",2700,3,3,130000,23.8028731,90.420766,Baridhara,High
"Block C, Bashundhara R-A",1300,3,3,20000,23.8184723,90.4272477,Bashundhara R-A,High
"Block K, Aftab Nagar",1400,4,4,23000,23.7641281,90.4466991,Aftab Nagar,Medium
"Block C, Aftab Nagar",1250,3,3,21000,23.7610623,90.4302394,Aftab Nagar,Medium
"Middle Badda, Badda",1340,3,3,30000,23.7798106,90.4237121,Badda,Low
"Uttar Badda, Badda",1300,3,3,30000,23.7820433,90.4231228,Badda,Low
"Middle Badda, Badda",1350,3,3,28000,23.7798106,90.4237121,Badda,Low
"Block C, Bashundhara R-A",1200,3,3,25000,23.8184723,90.4272477,Bashundhara R-A,High
"Sector 4, Uttara",2200,4,4,70000,23.8624077,90.4042719,Uttara,Medium
"Hill View R/A, Bayazid",1600,3,3,20000,22.84611578,91.34614096,Bayazid,Medium
"Baitul Aman Housing Society, Adabor",1250,3,3,20000,23.7734642,90.3580005,Adabor,Medium
"Shahjadpur, Badda",1250,3,3,24000,23.7917066,90.4248906,Badda,Low
"Sector 12, Uttara",1500,3,3,30000,23.8713904,90.380721,Uttara,Medium
"Shahjadpur, Badda",1250,3,3,23000,23.7917066,90.4248906,Badda,Low
"Metropalitan Cooperative Society, Mohammadpur",1500,4,4,27000,23.7699247,90.3627728,Mohammadpur,Medium
"Shahjadpur, Badda",1300,3,3,26000,23.7917066,90.4248906,Badda,Low
"Middle Badda, Badda",1340,3,3,30000,23.7798106,90.4237121,Badda,Low
"Block C, Bashundhara R-A",720,2,2,22000,23.8184723,90.4272477,Bashundhara R-A,High
"Chandgaon Residential Area, 4 No Chandgaon Ward",1400,3,3,25000,22.3784211,91.8476843,4 No Chandgaon Ward,Medium
"Sector 7, Uttara",1600,3,3,40000,23.871349,90.3972052,Uttara,Medium
"Sector 10, Uttara",1400,4,4,27000,23.884012,90.3883735,Uttara,Medium
"Block C, Bashundhara R-A",1250,3,3,40000,23.8184723,90.4272477,Bashundhara R-A,High
"Khilbari Tek, Badda",1200,3,3,22000,23.7916903,90.4307836,Badda,Low
"Block C, Bashundhara R-A",1250,3,3,21000,23.8184723,90.4272477,Bashundhara R-A,High
"Block B, Banasree",1200,3,3,30000,23.7619353,90.433141,Banasree,Medium
"Road No 4, Shyamoli",1300,3,3,26000,23.778398,90.3636103,Shyamoli,Medium
"Middle Badda, Badda",1340,3,3,30000,23.7798106,90.4237121,Badda,Low
"Sector 5, Uttara",2300,3,3,40000,23.8646732,90.3907284,Uttara,Medium
"Sector 6, Uttara",2400,4,4,50000,23.8713307,90.4042719,Uttara,Medium
"Road No 4, Shyamoli",1200,3,3,22000,23.778398,90.3636103,Shyamoli,Medium
"Middle Badda, Badda",1340,3,3,30000,23.7798106,90.4237121,Badda,Low
"Block E, Banasree",1200,3,3,23000,23.7619353,90.433141,Banasree,Medium
"Block A, Banasree",1200,2,2,24000,23.7645587,90.4257745,Banasree,Medium
"Babar Road, Mohammadpur",1200,3,3,26000,23.7699684,90.366231,Mohammadpur,Medium
"Sector 12, Uttara",1500,3,3,40000,23.8713904,90.380721,Uttara,Medium
"Sector 5, Uttara",1500,3,3,41000,23.8646732,90.3907284,Uttara,Medium
"Middle Badda, Badda",1340,3,3,30000,23.7798106,90.4237121,Badda,Low
"Gulshan 2, Gulshan",3000,3,3,130000,23.7947536,90.4143085,Gulshan,High
"Sector 10, Uttara",1750,3,3,60000,23.884012,90.3883735,Uttara,Medium
"Kuratoli, Khilkhet",800,2,2,20000,23.8209686,90.4243614,Khilkhet,Medium
"Block D, Bashundhara R-A",2000,3,3,45000,23.8154814,90.433141,Bashundhara R-A,High
"Block I, Bashundhara R-A",1400,3,3,30000,23.8206687,90.4396248,Bashundhara R-A,High
"Block F, Bashundhara R-A",1550,3,3,40000,23.820682,90.4349092,Bashundhara R-A,High
"Block I, Bashundhara R-A",1400,3,3,30000,23.8206687,90.4396248,Bashundhara R-A,High
"Block F, Aftab Nagar",1350,3,3,22000,23.7641281,90.4466991,Aftab Nagar,Medium
"VIP Housing Society, South Khulsi",2492,3,3,32000,22.3535227,91.8120481,South Khulsi,Medium
"Sector 12, Uttara",2400,4,4,55000,23.8713904,90.380721,Uttara,Medium
"Block J, Bashundhara R-A",2100,3,3,35000,23.8228913,90.4425723,Bashundhara R-A,High
"Gulshan 2, Gulshan",3600,4,4,220000,23.7947536,90.4143085,Gulshan,High
"Middle Badda, Badda",1250,3,3,26000,23.7798106,90.4237121,Badda,Low
"Block E, Banasree",1342,3,3,32000,23.7619353,90.433141,Banasree,Medium
"Mansurabad Housing Society, Adabor",1490,3,3,20000,23.7754356,90.3523821,Adabor,Medium
"VIP Housing Society, South Khulsi",1725,3,3,22000,22.3535227,91.8120481,South Khulsi,Medium
"Block I, Bashundhara R-A",1400,3,3,30000,23.8206687,90.4396248,Bashundhara R-A,High
"Tejkunipara, Tejgaon",1680,4,4,50000,23.7612995,90.3924947,Tejgaon,Medium
"Block I, Bashundhara R-A",1300,3,3,30000,23.8206687,90.4396248,Bashundhara R-A,High
"Block G, Banasree",1800,4,4,35000,23.7619353,90.433141,Banasree,Medium
"Shahjadpur, Badda",1200,3,3,25000,23.7917066,90.4248906,Badda,Low
"Block E, Banasree",1000,2,2,23000,23.7619353,90.433141,Banasree,Medium
"Block K, Baridhara",4000,3,3,360000,23.8028731,90.420766,Baridhara,High
"Gulshan 2, Gulshan",2850,4,4,210000,23.7947536,90.4143085,Gulshan,High
"Kuratoli, Khilkhet",800,2,2,20000,23.8209686,90.4243614,Khilkhet,Medium
"Gulshan 1, Gulshan",1960,4,4,120000,23.7820624,90.4160527,Gulshan,High
"Block C, Bashundhara R-A",1200,3,3,22000,23.8184723,90.4272477,Bashundhara R-A,High
"Shahjadpur, Badda",1150,2,2,22000,23.7917066,90.4248906,Badda,Low
"Sector 11, Uttara",2000,4,4,40000,23.8773155,90.3901397,Uttara,Medium
"Block C, Bashundhara R-A",1950,4,4,40000,23.8184723,90.4272477,Bashundhara R-A,High
"Sector 12, Uttara",2373,4,4,75000,23.8713904,90.380721,Uttara,Medium
"Tajmahal Road, Mohammadpur",850,2,2,22000,23.764683,90.3621536,Mohammadpur,Medium
"Outer Circular Road, Maghbazar",1650,4,4,40000,23.7485069,90.408629,Maghbazar,Medium
"Block G, Banasree",2000,4,4,35000,23.7619353,90.433141,Banasree,Medium
"Humayun Road, Mohammadpur",1200,3,3,26000,23.7673797,90.3647735,Mohammadpur,Medium
"Sector 13, Uttara",2100,4,4,50000,23.8713728,90.3877848,Uttara,Medium
"Uttar Badda, Badda",1250,2,2,22000,23.7820433,90.4231228,Badda,Low
"Block J, Banasree",950,2,2,21000,23.7619353,90.433141,Banasree,Medium
"Humayun Road, Mohammadpur",1050,2,2,28000,23.7673797,90.3647735,Mohammadpur,Medium
"Block C, Bashundhara R-A",1400,3,3,36000,23.8184723,90.4272477,Bashundhara R-A,High
"Polytechnic, Bayazid",1600,3,3,21000,22.84611578,91.34614096,Bayazid,Medium
"South Badda, Badda",1200,3,3,35000,23.7753515,90.4225336,Badda,Low
"Block E, Banasree",1100,2,2,21000,23.7619353,90.433141,Banasree,Medium
"Block C, Bashundhara R-A",2400,4,4,70000,23.8184723,90.4272477,Bashundhara R-A,High
"Block G, Bashundhara R-A",2200,4,4,42000,23.8244052,90.433141,Bashundhara R-A,High
"Block C, Bashundhara R-A",1600,3,3,45000,23.8184723,90.4272477,Bashundhara R-A,High
"Block J, Banasree",950,2,2,21000,23.7619353,90.433141,Banasree,Medium
"Sector 12, Uttara",2373,4,4,75000,23.8713904,90.380721,Uttara,Medium
"Uttar Badda, Badda",1250,2,2,22000,23.7820433,90.4231228,Badda,Low
"Nikunja 2, Nikunja",750,2,2,21000,23.8318836,90.4178201,Nikunja,Medium
"Road No 18, Banani",3000,4,4,275000,23.7974339,90.4060628,Banani,High
"Sector 12, Uttara",2348,4,4,75000,23.8713904,90.380721,Uttara,Medium
"Block J, Banasree",950,2,2,21000,23.7619353,90.433141,Banasree,Medium
"Block C, Bashundhara R-A",1700,3,3,35000,23.8184723,90.4272477,Bashundhara R-A,High
"Chadra Nagar, Bayazid",1350,3,3,20000,22.3766168,91.806435,Bayazid,Medium
"Block C, Bashundhara R-A",1900,3,3,45000,23.8184723,90.4272477,Bashundhara R-A,High
"Sector 4, Uttara",2300,4,4,60000,23.8624077,90.4042719,Uttara,Medium
"Sector 10, Uttara",1572,3,3,22000,23.884012,90.3883735,Uttara,Medium
"Block K, Baridhara",3200,4,4,250000,23.8028731,90.420766,Baridhara,High
"North Khulshi, Khulshi",2800,5,5,80000,22.3589004,91.8125895,Khulshi,Low
"South Khulshi, Khulshi",1500,3,3,35000,22.3587138,91.8108977,Khulshi,Low
"South Khulshi, Khulshi",1750,3,3,25000,22.3587138,91.8108977,Khulshi,Low
"Gulshan 1, Gulshan",2600,4,4,200000,23.7820624,90.4160527,Gulshan,High
"South Banasree Project, Banasree",1150,2,2,20000,23.7634571,90.4272592,Banasree,Medium
"Baitul Aman Housing Society, Adabor",1240,3,3,22000,23.7734642,90.3580005,Adabor,Medium
"Block K, Bashundhara R-A",1450,3,3,28000,23.8228845,90.4449304,Bashundhara R-A,High
"Block C, Bashundhara R-A",1600,4,4,30000,23.8184723,90.4272477,Bashundhara R-A,High
"Block C, Bashundhara R-A",2500,5,5,50000,23.8184723,90.4272477,Bashundhara R-A,High
"Block I, Bashundhara R-A",2200,4,4,60000,23.8206687,90.4396248,Bashundhara R-A,High
"Tayab Bag R/A, 7 No. West Sholoshohor Ward",1550,4,4,26000,22.374104,91.8342716,7 No. West Sholoshohor Ward,Medium
"South Khulshi, Khulshi",2000,3,3,35000,22.3587138,91.8108977,Khulshi,Low
"Block K, Baridhara",4000,4,4,380000,23.8028731,90.420766,Baridhara,High
"North Khulshi, Khulshi",2800,5,5,90000,22.3589004,91.8125895,Khulshi,Low
"Gulshan 2, Gulshan",3900,5,5,320000,23.7947536,90.4143085,Gulshan,High
"Block K, Baridhara",1500,3,3,110000,23.8028731,90.420766,Baridhara,High
"Block K, Bashundhara R-A",1450,3,3,28000,23.8228845,90.4449304,Bashundhara R-A,High
"South Khulshi, Khulshi",2000,3,3,50000,22.3587138,91.8108977,Khulshi,Low
"Savar Bazar Road, Savar",2700,3,3,36000,23.8467669,90.2503819,Savar,Medium
"Gulshan 2, Gulshan",4200,4,4,220000,23.7947536,90.4143085,Gulshan,High
"Block K, Baridhara",4000,5,5,380000,23.8028731,90.420766,Baridhara,High
"North Khulshi, Khulshi",2800,5,5,80000,22.3589004,91.8125895,Khulshi,Low
"Sector 1, Uttara",1700,3,3,45000,23.8587004,90.4001495,Uttara,Medium
"South Khulshi, Khulshi",1400,3,3,30000,22.3587138,91.8108977,Khulshi,Low
"Block C, Bashundhara R-A",1800,4,4,28000,23.8184723,90.4272477,Bashundhara R-A,High
"Block K, Baridhara",4000,5,5,350000,23.8028731,90.420766,Baridhara,High
"North Khulshi, Khulshi",2200,4,4,50000,22.3589004,91.8125895,Khulshi,Low
"Block K, Baridhara",2300,3,3,130000,23.8028731,90.420766,Baridhara,High
"North Khulshi, Khulshi",3200,4,4,70000,22.3589004,91.8125895,Khulshi,Low
"South Khulshi, Khulshi",1400,4,4,30000,22.3587138,91.8108977,Khulshi,Low
"Block K, Baridhara",3900,5,5,360000,23.8028731,90.420766,Baridhara,High
"South Khulshi, Khulshi",2100,3,3,40000,22.3587138,91.8108977,Khulshi,Low
"South Khulshi, Khulshi",1400,4,4,30000,22.3587138,91.8108977,Khulshi,Low
"Sector 5, Uttara",1500,3,3,45000,23.8646732,90.3907284,Uttara,Medium
"Sector 12, Uttara",2373,4,4,75000,23.8713904,90.380721,Uttara,Medium
"Block K, Baridhara",5500,6,6,1100000,23.8028731,90.420766,Baridhara,High
"Block M, Bashundhara R-A",1400,4,4,22000,23.820621,90.4561336,Bashundhara R-A,High
"Gulshan 2, Gulshan",2500,3,3,110000,23.7947536,90.4143085,Gulshan,High
"Sector 12, Uttara",2373,4,4,75000,23.8713904,90.380721,Uttara,Medium
"Gulshan 2, Gulshan",4500,5,5,205000,23.7947536,90.4143085,Gulshan,High
"Block K, Baridhara",3900,4,4,360000,23.8028731,90.420766,Baridhara,High
"Nasirabad Properties Residential Area, Khulshi",2000,4,4,35000,22.3586885,91.8141603,Khulshi,Low
"South Khulshi, Khulshi",1700,4,4,30000,22.3587138,91.8108977,Khulshi,Low
"Block C, Bashundhara R-A",2100,4,4,140000,23.8184723,90.4272477,Bashundhara R-A,High
"Gulshan 2, Gulshan",2800,4,4,180000,23.7947536,90.4143085,Gulshan,High
"Block L, Bashundhara R-A",1850,4,4,23000,23.8206417,90.4490575,Bashundhara R-A,High
"North Khulshi, Khulshi",3000,4,4,80000,22.3589004,91.8125895,Khulshi,Low
"Block K, Baridhara",3900,5,5,380000,23.8028731,90.420766,Baridhara,High
"Gulshan 2, Gulshan",2100,3,3,80000,23.7947536,90.4143085,Gulshan,High
"Block K, Baridhara",3900,5,5,360000,23.8028731,90.420766,Baridhara,High
"Block L, Bashundhara R-A",1850,4,4,23000,23.8206417,90.4490575,Bashundhara R-A,High
"Block K, Baridhara",3900,5,5,360000,23.8028731,90.420766,Baridhara,High
"Gulshan 2, Gulshan",2780,4,4,160000,23.7947536,90.4143085,Gulshan,High
"Road No 1, Jalalabad Housing Society",1450,3,3,20000,22.3707543,91.8007579,Jalalabad Housing Society,Medium
"Gulshan 2, Gulshan",5300,5,5,500000,23.7947536,90.4143085,Gulshan,High
"Block K, Baridhara",3900,5,5,360000,23.8028731,90.420766,Baridhara,High
"Block K, Baridhara",3900,5,5,400000,23.8028731,90.420766,Baridhara,High
"Block C, Bashundhara R-A",1500,4,4,40000,23.8184723,90.4272477,Bashundhara R-A,High
"Gulshan 2, Gulshan",3000,4,4,180000,23.7947536,90.4143085,Gulshan,High
"Gulshan 2, Gulshan",3750,4,4,300000,23.7947536,90.4143085,Gulshan,High
"Sugandha Residential Area, Panchlaish",1500,3,3,25000,22.3644422,91.8324429,Panchlaish,Medium
"Block F, Bashundhara R-A",2300,4,4,50000,23.820682,90.4349092,Bashundhara R-A,High
"Block C, Bashundhara R-A",1300,3,3,24000,23.8184723,90.4272477,Bashundhara R-A,High
"Yakub Future Park Housing, Khulshi",1500,3,3,23000,22.3664907,91.8059216,Khulshi,Low
"Sector 9, Uttara",1950,3,3,50000,23.8772975,90.3972052,Uttara,Medium
"PC Culture Housing, Mohammadpur",1200,3,3,20000,23.7680904,90.3518903,Mohammadpur,Medium
"Mohammadia Housing Society, Mohammadpur",1350,3,3,30000,23.76362,90.3554194,Mohammadpur,Medium
"Gulshan 2, Gulshan",3750,4,4,300000,23.7947536,90.4143085,Gulshan,High
"Gulshan 1, Gulshan",2750,4,4,120000,23.7820624,90.4160527,Gulshan,High
"Block C, Bashundhara R-A",1250,3,3,25000,23.8184723,90.4272477,Bashundhara R-A,High
"Gulshan 2, Gulshan",3200,5,5,200000,23.7947536,90.4143085,Gulshan,High
"Gulshan 2, Gulshan",2400,3,3,120000,23.7947536,90.4143085,Gulshan,High
"Block K, Baridhara",3800,5,5,210000,23.8028731,90.420766,Baridhara,High
"Gulshan 1, Gulshan",3200,4,4,250000,23.7820624,90.4160527,Gulshan,High
"Gulshan 2, Gulshan",3850,4,4,300000,23.7947536,90.4143085,Gulshan,High
"Road No 6, Baridhara DOHS",2750,4,4,100000,23.8128305,90.4139287,Baridhara DOHS,Medium
"Block K, Baridhara",5000,5,5,800000,23.8028731,90.420766,Baridhara,High
"Block G, Bashundhara R-A",1400,3,3,25000,23.8244052,90.433141,Bashundhara R-A,High
"Block K, Baridhara",3000,5,5,130000,23.8028731,90.420766,Baridhara,High
"West Dhanmondi, Dhanmondi",1850,4,4,52000,23.7494629,90.3665972,Dhanmondi,Medium
"Nobodoy Housing Society, Mohammadpur",1200,3,3,20000,23.7640006,90.3515962,Mohammadpur,Medium
"Gulshan 1, Gulshan",2500,3,3,190000,23.7820624,90.4160527,Gulshan,High
"Mohammed Ali Road, 15 No. Bagmoniram Ward",800,2,2,26000,22.3569782,91.8231405,15 No. Bagmoniram Ward,Medium
"PC Culture Housing, Mohammadpur",1460,3,3,20000,23.7680904,90.3518903,Mohammadpur,Medium
"Sector 12, Uttara",800,1,1,35000,23.8713904,90.380721,Uttara,Medium
"South Khulshi, Khulshi",1500,4,4,25000,22.3587138,91.8108977,Khulshi,Low
"Gulshan 1, Gulshan",2350,3,3,100000,23.7820624,90.4160527,Gulshan,High
"Baitul Aman Housing Society, Adabor",1150,3,3,25000,23.7734642,90.3580005,Adabor,Medium
"Gulshan 2, Gulshan",3750,4,4,300000,23.7947536,90.4143085,Gulshan,High
